run,video_path,sampled_frames,detected_frames_count,detected_ratio,longest_consecutive,detected_video,detected_frames_idx_sample,vote_rule_used_ratio,vote_rule_used_min_consec,source_file
onnx_video_B2,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-05-cam0.mp4,10,0,0.0,0,False,,0.2,2,src/onnx_video_B2.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-01-cam0.mp4,19,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-02-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-03-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-04-cam0.mp4,19,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-05-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-06-cam0.mp4,29,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-07-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-08-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-09-cam0.mp4,19,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-10-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-11-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam0.mp4,20,9,0.45,9,True,2;3;4;5;6;7;8;9;10,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam1.mp4,20,15,0.75,7,True,1;3;5;6;8;9;10;11;13;14,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam0.mp4,14,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam1.mp4,14,7,0.5,3,True,2;3;4;6;7;12;13,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam0.mp4,27,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam1.mp4,27,12,0.4444,4,True,1;2;3;5;11;12;13;14;16;17,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam0.mp4,12,0,0.0,0,False,,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam1.mp4,12,5,0.4167,5,True,7;8;9;10;11,0.2,2,src/onnx_video_B3.json
onnx_video_B3,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-05-cam0.mp4,19,5,0.2632,5,True,14;15;16;17;18,0.2,2,src/onnx_video_B3.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-01-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-02-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-03-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-04-cam0.mp4,38,1,0.0263,1,False,26,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-05-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-06-cam0.mp4,58,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-07-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-08-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-09-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-10-cam0.mp4,75,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-11-cam0.mp4,75,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam0.mp4,40,8,0.2,3,True,3;4;7;8;11;15;16;17,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam1.mp4,40,30,0.75,15,True,1;2;3;5;8;9;11;12;13;14,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam0.mp4,28,5,0.1786,5,True,23;24;25;26;27,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam1.mp4,28,22,0.7857,10,True,0;1;2;3;5;6;7;8;9;10,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam0.mp4,54,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam1.mp4,54,17,0.3148,6,True,1;2;3;5;6;7;9;21;22;23,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam0.mp4,24,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam1.mp4,24,16,0.6667,11,True,1;2;4;5;6;13;14;15;16;17,0.2,2,src/onnx_video_B4.json
onnx_video_B4,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-05-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B4.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-01-cam0.mp4,19,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-02-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-03-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-04-cam0.mp4,19,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-05-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-06-cam0.mp4,29,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-07-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-08-cam0.mp4,23,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-09-cam0.mp4,19,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-10-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-11-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam0.mp4,20,9,0.45,9,True,2;3;4;5;6;7;8;9;10,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam1.mp4,20,15,0.75,7,True,1;3;5;6;8;9;10;11;13;14,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam0.mp4,14,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam1.mp4,14,7,0.5,3,True,2;3;4;6;7;12;13,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam0.mp4,27,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam1.mp4,27,12,0.4444,4,True,1;2;3;5;11;12;13;14;16;17,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam0.mp4,12,0,0.0,0,False,,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam1.mp4,12,5,0.4167,5,True,7;8;9;10;11,0.2,2,src/onnx_video_B5.json
onnx_video_B5,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-05-cam0.mp4,19,5,0.2632,5,True,14;15;16;17;18,0.2,2,src/onnx_video_B5.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-01-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-02-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-03-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-04-cam0.mp4,38,1,0.0263,1,False,26,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-05-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-06-cam0.mp4,58,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-07-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-08-cam0.mp4,45,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-09-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-10-cam0.mp4,75,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/adl-11-cam0.mp4,75,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam0.mp4,40,8,0.2,3,True,3;4;7;8;11;15;16;17,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-01-cam1.mp4,40,30,0.75,15,True,1;2;3;5;8;9;11;12;13;14,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam0.mp4,28,5,0.1786,5,True,23;24;25;26;27,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-02-cam1.mp4,28,22,0.7857,10,True,0;1;2;3;5;6;7;8;9;10,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam0.mp4,54,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-03-cam1.mp4,54,17,0.3148,6,True,1;2;3;5;6;7;9;21;22;23,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam0.mp4,24,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-04-cam1.mp4,24,16,0.6667,11,True,1;2;4;5;6;13;14;15;16;17,0.2,2,src/onnx_video_B6.json
onnx_video_B6,/Users/andycyw/mvp_fall_detection_starter/src/test_data/video/fall-05-cam0.mp4,38,0,0.0,0,False,,0.2,2,src/onnx_video_B6.json
